date,cu_regime,guidance_status,throughput_tpd,cu_feed_ppm,cu_solution_ppm_avg,free_cn_ppm_avg,wad_gpl_avg,complexed_cn_gpl_avg,specific_nacn_kgpt,nacn_consumption_tpd,recovery_au_pct,expected_nacn_tpd_band_regime,expected_specific_nacn_band_regime,expected_free_cn_band_regime,analogue_count,expected_nacn_tpd_band_analog,expected_specific_nacn_band_analog,expected_free_cn_band_analog,guidance_comment
2026-01-25,High Cu,Critical,7434.5376,321.67417328434294,4131.083333333333,221.16666666666669,11.877500000000001,11.656333333333334,5.495970590020286,4.54,60.10416371222947,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.2 to 58.4,3.42 to 6.22,143 to 290,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-26,High Cu,Critical,13007.509199999999,361.9150642276617,3684.416666666667,458.5416666666667,11.634166666666667,11.175625,4.8864082294863955,27.24,68.00155969662839,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.4 to 57.6,2.71 to 4.46,288 to 492,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-27,High Cu,Watch,16162.887999999999,316.0,3750.71875,250.96875,11.318750000000001,11.067781250000001,3.064736945526072,22.565,73.49332367704453,22.7 to 53.4,2.87 to 4.9,186 to 422,30,26.9 to 58.4,3.14 to 4.48,177 to 326,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-28,High Cu,Watch,16577.2208,940.7644210232693,3767.4375,301.53125,11.42375,11.12221875,3.0991322743315335,25.755,70.64426919639168,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.0 to 55.8,3.08 to 4.57,184 to 315,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-29,High Cu,Critical,16349.5332,1634.3927323556711,3723.40625,274.34375,11.0815625,10.80721875,3.2416827655972464,25.0,63.35656703896716,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.8 to 55.8,3.07 to 4.48,184 to 317,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-01-30,High Cu,Watch,15043.0168,904.5288197197409,3559.21875,312.96875,10.7690625,10.45609375,2.924945214446613,28.0,64.65639752503796,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.0 to 57.6,2.81 to 4.32,239 to 351,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-01-31,High Cu,Critical,16400.3476,1016.1804472060627,3813.3125,141.21875,10.752500000000001,10.611281250000001,3.923392452974594,26.16,58.67613790737269,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.8 to 55.8,3.11 to 4.48,172 to 283,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-02-01,High Cu,Critical,15933.246,697.409896254752,4229.6875,183.09375,12.0025,11.81940625,5.300865875038897,44.05,70.33207465672004,22.7 to 53.4,2.87 to 4.9,186 to 422,30,26.6 to 61.0,3.14 to 4.48,177 to 283,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-02-02,High Cu,Critical,12071.3516,1054.6130494616693,4320.333333333334,211.25,17.28625,17.075,4.142038245327889,20.0,63.758650224399915,22.7 to 53.4,2.87 to 4.9,186 to 422,30,38.3 to 69.3,3.45 to 6.01,157 to 274,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-02-03,High Cu,Watch,16710.12,1486.8660633440345,4026.5,322.75,12.113125,11.790375000000001,2.8725107898686546,24.0,68.71278494027408,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.9 to 48.5,2.96 to 4.57,187 to 320,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-02-04,High Cu,Critical,15933.246,1998.8919868937676,4293.25,187.28125,12.095624999999998,11.908343749999998,4.221675859394878,30.945,72.31301843132631,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.2 to 61.0,2.96 to 4.62,187 to 310,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-02-05,High Cu,Critical,13702.2984,1231.4118109390674,4634.285714285714,150.89285714285714,12.814999999999998,12.66410714285714,6.626625501018136,45.4,65.46646772435525,22.7 to 53.4,2.87 to 4.9,186 to 422,30,26.6 to 64.1,2.96 to 4.9,168 to 283,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-02-06,High Cu,Critical,13650.5068,1147.8986083483464,4648.59375,429.75,14.1321875,13.7024375,6.256177975751054,45.4,60.797324222589346,22.7 to 53.4,2.87 to 4.9,186 to 422,30,30.4 to 61.9,3.08 to 4.83,268 to 436,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-02-07,High Cu,Critical,10072.9776,1217.9213716607749,4189.0,319.2857142857143,12.705714285714286,12.386428571428572,8.249794976214382,45.4,61.00913389502745,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.7 to 60.7,2.98 to 5.74,217 to 371,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-02-08,High Cu,Watch,13031.939199999999,967.865320440066,3665.84375,620.1875,12.096562500000001,11.476375,1.816690489163731,15.675,63.958236996857245,22.7 to 53.4,2.87 to 4.9,186 to 422,30,28.1 to 53.6,2.58 to 4.81,403 to 625,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-02-09,High Cu,Watch,11704.9016,2588.4239081078013,3428.78125,310.59375,10.6346875,10.32409375,2.2349611209034,8.0,50.09704840920526,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.6 to 54.1,2.78 to 4.64,240 to 386,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-02-10,High Cu,Watch,11431.2297,2136.741703087319,3180.28125,230.875,9.580625,9.34975,3.1772609730692403,18.16,68.24083254511278,22.7 to 53.4,2.87 to 4.9,186 to 422,30,27.4 to 54.1,2.89 to 4.83,224 to 352,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-11,High Cu,Watch,10261.7845,2240.2777842599803,2994.375,633.5,9.871666666666668,9.238166666666668,0.6636272667780151,3.405,64.25460705823684,22.7 to 53.4,2.87 to 4.9,186 to 422,30,23.0 to 50.8,2.36 to 5.42,341 to 625,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Recovery is in the lower historical range.
2026-02-12,High Cu,Watch,5963.782,692.0048543689318,3211.25,165.5,9.225,9.0595,2.4741011660050614,3.405,46.42165797053686,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.0 to 58.6,3.42 to 6.48,145 to 312,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-13,High Cu,Critical,12006.239300000001,894.0297361405128,2902.53125,222.25,8.5059375,8.2836875,4.447687461968211,26.16,62.51635205360429,22.7 to 53.4,2.87 to 4.9,186 to 422,30,23.9 to 51.6,2.96 to 4.28,166 to 308,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-14,High Cu,Watch,13184.4262,622.7064375044949,2872.46875,277.9375,8.757187499999999,8.479249999999999,2.066073986594881,10.215,69.25970322199187,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.2 to 51.6,2.89 to 4.42,224 to 337,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-15,High Cu,Watch,13211.6226,886.5548115083436,2703.71875,334.78125,8.4325,8.097718749999999,1.7530019363405067,6.81,70.4502522865394,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.1 to 53.6,2.69 to 4.47,274 to 412,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Recovery is in the lower historical range.
2026-02-16,Medium Cu,Watch,16288.701000000001,1387.8981603415332,2632.71875,214.65625,7.9087499999999995,7.6940937499999995,2.8139137675865005,11.0,64.66477839238775,12.8 to 29.4,1.29 to 2.81,347 to 597,30,26.0 to 46.5,1.94 to 3.31,325 to 433,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Recovery is in the lower historical range.
2026-02-17,Medium Cu,Watch,15613.647500000001,1181.255721617204,2583.84375,261.09375,7.8765625,7.615468750000001,2.899066345644091,13.62,63.18030956581693,12.8 to 29.4,1.29 to 2.81,347 to 597,30,20.0 to 41.0,1.5 to 3.21,325 to 426,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Recovery is in the lower historical range.
2026-02-18,Medium Cu,Normal,15403.8467,1144.0741269670784,2558.71875,349.03125,8.047500000000001,7.698468750000001,2.907390658464551,13.0,66.6587971682798,12.8 to 29.4,1.29 to 2.81,347 to 597,30,20.0 to 41.0,1.5 to 3.21,328 to 433,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Recovery is in the lower historical range.
2026-02-19,Medium Cu,Watch,12604.5601,1953.2720066224865,2642.46875,273.4375,8.17125,7.897812500000001,3.1690911609045362,23.0,65.42908110391137,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.2 to 40.6,1.38 to 3.18,323 to 385,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Recovery is in the lower historical range.
2026-02-20,Medium Cu,Watch,11666.284300000001,1348.1157620584686,2572.875,260.375,7.855625000000001,7.595250000000001,4.192851703433972,25.08,68.3338002783521,12.8 to 29.4,1.29 to 2.81,347 to 597,30,14.2 to 27.2,1.24 to 2.91,325 to 457,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2026-02-21,Medium Cu,Watch,10965.0057,1457.5531086936471,2550.0714285714284,204.85714285714283,7.549999999999999,7.345142857142856,4.9685336688881065,27.24,65.87657782773336,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.2 to 30.0,1.39 to 3.08,302 to 370,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2026-02-22,Medium Cu,Watch,9873.264500000001,2488.3179926218218,2601.53125,176.0,7.5971875,7.4211875,4.943147223494316,18.16,65.4680249905402,12.8 to 29.4,1.29 to 2.81,347 to 597,30,16.0 to 30.0,1.39 to 3.15,288 to 366,Medium-Cu regime: operate near historical median band and monitor Cu trend closely. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2026-02-23,High Cu,Critical,3999.8134,3557.514307594417,2836.375,136.625,7.967499999999999,7.830874999999999,5.107738275990575,10.215,60.997410513658714,22.7 to 53.4,2.87 to 4.9,186 to 422,30,18.7 to 58.6,3.19 to 5.74,167 to 319,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-24,High Cu,Critical,10939.751900000001,2979.8810361613605,3094.1071428571427,279.2857142857143,9.076642857142858,8.797357142857143,4.797640794760619,34.08,56.899297242813475,22.7 to 53.4,2.87 to 4.9,186 to 422,30,23.9 to 53.6,2.84 to 4.56,244 to 342,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-25,High Cu,Critical,12589.0193,1434.2553876225331,3093.125,224.40625,8.8634375,8.63903125,3.6710564102479375,27.0,59.369914995959846,22.7 to 53.4,2.87 to 4.9,186 to 422,30,23.0 to 48.8,2.84 to 4.28,184 to 308,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-26,High Cu,Critical,12516.1718,1382.9749949870372,3149.25,264.15625,9.241071428571429,8.97691517857143,4.70271588953421,28.215,62.243613869229875,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.2 to 50.5,2.77 to 4.42,232 to 320,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-02-27,High Cu,Watch,9547.879,1246.5457464676208,3090.6785714285716,305.92857142857144,9.64857142857143,9.342642857142858,4.279484480270434,30.645,60.86167290649848,22.7 to 53.4,2.87 to 4.9,186 to 422,30,12.2 to 43.4,2.99 to 4.77,221 to 318,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2026-02-28,High Cu,Critical,13937.183700000001,2537.7010941529024,3155.1875,220.90625,9.150937500000001,8.93003125,4.397588588862468,20.43,66.66372911023275,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.2 to 45.1,2.89 to 4.32,223 to 305,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-03-01,High Cu,Critical,14016.830300000001,1203.1429172062474,3613.125,409.5,11.185,10.775500000000001,5.095445865532095,40.777,67.584257724365,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.2 to 51.0,3.07 to 4.57,248 to 326,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-03-02,High Cu,Critical,12380.1898,1427.275694335478,4052.1785714285716,215.89285714285714,11.756428571428572,11.540535714285715,4.092829013009155,18.89,64.48412068326856,22.7 to 53.4,2.87 to 4.9,186 to 422,30,25.9 to 45.4,3.32 to 5.25,168 to 276,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-03-03,High Cu,Critical,10524.0355,1378.1679741578218,3731.625,997.3125,12.6521875,11.654875,4.706844631985516,29.105,64.41124203688157,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.7 to 53.6,1.88 to 4.81,489 to 736,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-03-04,High Cu,Critical,12874.5815,1353.9410033949453,3634.40625,228.6875,10.721562500000001,10.492875000000002,3.173695393516286,20.43,60.91189947832182,22.7 to 53.4,2.87 to 4.9,186 to 422,30,23.9 to 42.2,3.11 to 4.69,184 to 279,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-03-05,High Cu,Critical,12835.729500000001,1284.272417707151,3715.7499999999995,185.07142857142858,10.737857142857141,10.552785714285713,3.1833017359862557,10.215,64.8506362015335,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.2 to 43.7,3.32 to 4.82,169 to 272,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-03-06,High Cu,Critical,11911.0519,1946.9214710919025,3609.5,186.10714285714283,10.246785714285716,10.060678571428573,5.2342144525455385,19.215,65.21657036444014,22.7 to 53.4,2.87 to 4.9,186 to 422,30,24.2 to 42.2,3.42 to 4.77,152 to 271,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-03-07,High Cu,Critical,11716.7919,1182.9997513056455,3813.1875,228.34375,11.2846875,11.05634375,6.568777584929199,32.7,62.202195600656,22.7 to 53.4,2.87 to 4.9,186 to 422,30,21.3 to 40.8,3.23 to 4.82,168 to 274,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully. A meaningful share of added cyanide may be reporting to copper-related complexes."
2026-03-08,High Cu,Critical,13407.825200000001,1876.6146769052448,3677.0625,406.09375,11.37321875,10.967125,3.555759363569268,27.675,56.66469203158921,22.7 to 53.4,2.87 to 4.9,186 to 422,30,21.3 to 39.9,3.11 to 4.64,231 to 326,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Complexed/WAD cyanide is elevated. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. A meaningful share of added cyanide may be reporting to copper-related complexes.
2026-03-09,High Cu,Watch,14671.4865,1714.7220125786164,3310.15625,266.03125,10.0409375,9.77490625,3.0024224198413703,21.35,59.51434028509968,22.7 to 53.4,2.87 to 4.9,186 to 422,30,22.9 to 44.3,3.11 to 4.6,195 to 278,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-03-10,High Cu,Critical,14550.074,1829.6475300400534,3181.78125,261.75,9.624375,9.362625000000001,3.900323805913289,22.7,61.168134275013585,22.7 to 53.4,2.87 to 4.9,186 to 422,30,21.7 to 39.9,3.11 to 4.6,217 to 279,"High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Free CN is in the lower historical range. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range. Extra NaCN may be required to maintain free CN, but efficiency should be checked carefully."
2026-03-11,High Cu,Watch,8884.4811,1693.3616486279655,2914.1785714285716,596.6428571428571,9.531071428571428,8.93442857142857,5.115661735157498,22.7,68.69662012534243,22.7 to 53.4,2.87 to 4.9,186 to 422,30,23.6 to 48.0,3.24 to 5.16,275 to 567,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
2026-03-12,High Cu,Watch,13870.164,1915.5035714285714,2792.65625,408.22797320263754,8.8265625,8.418334526797363,2.0457580746702058,9.08,57.8342006637832,22.7 to 53.4,2.87 to 4.9,186 to 422,30,21.7 to 39.9,3.11 to 4.47,237 to 332,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Recovery is in the lower historical range.
2026-03-13,High Cu,Watch,9967.4806,1313.0,3162.5,358.53125,9.80125,9.44271875,4.55481197525481,27.24,62.71257567379189,22.7 to 53.4,2.87 to 4.9,186 to 422,30,12.4 to 33.7,3.05 to 4.77,221 to 350,High-Cu regime: expect materially higher cyanide demand and stronger complexation risk. Specific NaCN is already in the upper historical range. Recovery is in the lower historical range.
